year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1524,1,0.71
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1526,3,2.1
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1527,4,1.39
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1529,6,5.36
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1530,2,0.76
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1532,2,1.8
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1533,0,0
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1534,3,1.56
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1535,5,3.76
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1536,10,6.62
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1537,6,4.84
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1538,4,2.94
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1539,7,4.61
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1540,3,2.1
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1541,7,4.9
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1543,2,1.18
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1545,2,1.26
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1546,2,1.09
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1550,6,3.55
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1552,4,3.67
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1602,14,5.34
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-1928,3,4.62
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-2501,4,2.35
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3175,4,2.29
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3263,3,2.21
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3264,7,5.74
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3265,9,9.38
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3266,2,2.04
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3416,8,11.94
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3497,5,12.5
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3617,6,3.21
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3632,3,2.38
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3637,11,5.98
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3647,8,8.7
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3648,6,2.91
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3682,7,4.46
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3693,0,0
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3702,6,4.55
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3767,1,1.32
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3770,13,5.58
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3772,4,1.66
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3785,7,3.7
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3839,7,6.8
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3866,2,1.61
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 34-3942,3,2.61
2023,Primary,City of Seattle,Council District No. 1,Lucy Barefoot,SEA 37-3969,0,0
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1245,76,39.38
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1246,49,35.25
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1247,78,45.35
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1248,76,47.2
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1249,81,52.26
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1250,71,49.65
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1251,32,17.11
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1252,139,48.94
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1254,78,56.93
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1255,24,19.67
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1256,64,41.03
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1257,83,34.87
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1258,32,19.05
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1259,52,35.14
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1408,45,11.22
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1409,46,21.2
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1410,11,10.58
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1411,26,18.44
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1412,24,18.46
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1413,76,35.19
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1414,27,23.89
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1415,54,29.83
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1416,52,29.38
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1418,30,20.41
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1419,46,16.25
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1420,78,27.18
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1422,47,26.11
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1423,54,41.86
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1424,68,38.64
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1425,49,30.63
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1426,33,27.5
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1427,24,22.86
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1428,32,34.78
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1429,29,24.17
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1430,38,27.54
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1431,57,28.08
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1432,48,29.63
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1433,52,29.21
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1434,25,20
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1435,34,24.46
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1436,32,34.41
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1437,46,26.44
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1438,24,16.55
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1439,31,21.23
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1440,30,26.55
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1441,28,22.76
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1442,38,25.17
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1443,29,13.55
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1444,58,22.39
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1446,61,35.88
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1448,39,27.08
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1449,47,33.57
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1450,54,35.29
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1451,68,40.72
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1452,28,27.18
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1453,45,34.88
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1454,33,25.78
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1455,70,42.17
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1456,67,37.02
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1457,46,25.56
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1458,55,30.9
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1459,43,32.33
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1460,39,24.84
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1461,39,19.6
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1462,15,8.67
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1463,36,31.03
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1464,67,32.21
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1465,53,28.04
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1466,61,41.78
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1467,100,31.95
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1468,67,41.88
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1469,35,34.31
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1470,39,41.94
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1471,91,39.74
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1472,47,37.01
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1473,52,38.81
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1474,69,41.82
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1475,52,38.24
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1476,30,20.83
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1477,40,30.3
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1478,26,21.67
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1479,39,26.17
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1480,89,32.25
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1481,64,39.02
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1482,66,44.9
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1484,58,38.93
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1485,42,28.38
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1486,79,47.59
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1487,94,38.84
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1488,56,43.41
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1489,56,33.14
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1490,108,47.58
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1493,120,50.63
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1494,83,37.56
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1496,49,41.88
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1497,111,39.93
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1498,91,36.4
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1499,78,33.33
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1500,103,37.32
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1501,42,24.42
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1502,40,25.48
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1504,62,31.79
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1506,39,29.32
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1507,46,30.67
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1508,31,22.63
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1509,44,31.65
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1510,64,34.04
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1511,48,44.04
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1512,43,42.16
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1513,107,46.12
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1514,95,47.5
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1515,74,40.44
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1516,82,45.56
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1517,35,32.41
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1518,41,35.34
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1519,38,26.95
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1520,34,22.22
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1521,35,29.66
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1522,31,29.81
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1523,26,18.31
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1524,43,30.71
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1526,37,25.87
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1527,129,44.79
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1529,50,44.64
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1530,82,31.06
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1532,29,26.13
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1533,29,28.71
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1534,51,26.56
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1535,31,23.31
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1536,46,30.46
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1537,55,44.35
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1538,46,33.82
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1539,50,32.89
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1540,49,34.27
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1541,34,23.78
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1543,36,21.3
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1545,72,45.28
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1546,55,29.89
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1550,96,56.8
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1552,60,55.05
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1602,146,55.73
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-1928,43,66.15
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-2501,20,11.76
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3175,82,46.86
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3263,60,44.12
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3264,47,38.52
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3265,29,30.21
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3266,40,40.82
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3416,21,31.34
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3497,4,10
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3617,52,27.81
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3632,52,41.27
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3637,60,32.61
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3647,35,38.04
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3648,79,38.35
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3682,61,38.85
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3693,0,0
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3702,46,34.85
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3767,37,48.68
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3770,95,40.77
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3772,93,38.59
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3785,62,32.8
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3839,46,44.66
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3866,43,34.68
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 34-3942,40,34.78
2023,Primary,City of Seattle,Council District No. 1,Maren Costa,SEA 37-3969,1,33.33
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1245,9,4.66
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1246,8,5.76
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1247,3,1.74
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1248,1,0.62
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1249,5,3.23
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1250,4,2.8
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1251,9,4.81
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1252,6,2.11
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1254,3,2.19
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1255,5,4.1
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1256,8,5.13
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1257,6,2.52
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1258,2,1.19
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1259,8,5.41
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1408,10,2.49
2023,Primary,City of Seattle,Council District No. 1,Mia Jacobson,SEA 34-1409,4,1.84
